Ref,Val,Package,PosX,PosY,Rot,Side
"J3","USB_A","USB_A_CNCTech_1001-011-01101_Horizontal",77.926001,-152.672196,270.000000,top
"J3","USB_A","USB_A_CNCTech_1001-011-01101_Horizontal",77.926001,-127.310131,270.000000,top
"J3","USB_A","USB_A_CNCTech_1001-011-01101_Horizontal",77.926001,-101.948066,270.000000,top
"J3","USB_A","USB_A_CNCTech_1001-011-01101_Horizontal",77.926001,-76.586001,270.000000,top
